top_speed_kmh,battery_capacity_kwh,number_of_cells,torque_nm,efficiency_wh_per_km,acceleration_0_100_s,fast_charging_power_kw_dc,towing_capacity_kg,cargo_volume_l,seats,length_mm,width_mm,height_mm,battery_type_Lithium-ion,fast_charge_port_CCS,fast_charge_port_CHAdeMO,drivetrain_AWD,drivetrain_FWD,drivetrain_RWD,segment_A - Mini,segment_B - Compact,segment_C - Medium,segment_D - Large,segment_E - Executive,segment_F - Luxury,segment_G - Sports,segment_I - Luxury,segment_JA - Mini,segment_JB - Compact,segment_JC - Medium,segment_JD - Large,segment_JE - Executive,segment_JF - Luxury,segment_N - Passenger Van,car_body_type_Cabriolet,car_body_type_Coupe,car_body_type_Hatchback,car_body_type_Liftback Sedan,car_body_type_SUV,car_body_type_Sedan,car_body_type_Small Passenger Van,car_body_type_Station/Estate,predicted_range_km
-0.8910048947378005,-1.7845454056848586,-0.1934210927359907,-1.093689747406711,-0.2013839015458591,0.0430245552173639,-0.9982363179920856,-1.4640161017718714,-1.6591315892593017,-1.2599311341932375,-2.726248343097037,-2.777393472011195,-0.6364017102082349,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-1.5245972289721246
-0.8910048947378005,-1.7845454056848586,-0.1934210927359907,-1.093689747406711,-0.4055749726284184,0.0430245552173639,-0.9982363179920856,-1.4640161017718714,-1.6591315892593017,-1.2599311341932375,-2.726248343097037,-2.777393472011195,-0.6364017102082349,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-1.529824277306661
