top_speed_kmh,battery_capacity_kwh,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,towing_capacity_kg,cargo_volume_l,seats,length_mm,width_mm,height_mm,battery_type_Lithium-ion,fast_charge_port_CCS,fast_charge_port_CHAdeMO,drivetrain_AWD,drivetrain_FWD,drivetrain_RWD,segment_A - Mini,segment_B - Compact,segment_C - Medium,segment_D - Large,segment_E - Executive,segment_F - Luxury,segment_G - Sports,segment_I - Luxury,segment_JA - Mini,segment_JB - Compact,segment_JC - Medium,segment_JD - Large,segment_JE - Executive,segment_JF - Luxury,segment_N - Passenger Van,car_body_type_Cabriolet,car_body_type_Coupe,car_body_type_Hatchback,car_body_type_Liftback Sedan,car_body_type_SUV,car_body_type_Sedan,car_body_type_Small Passenger Van,car_body_type_Station/Estate
-0.8910048947378005,-1.7845454056848586,-0.19342109273599079,-1.093689747406711,-0.20138390154585914,-1.629978280337759,0.04302455521736396,-0.9982363179920855,-1.4640161017718714,-1.6591315892593017,-1.2599311341932375,-2.7262483430970366,-2.777393472011195,-0.6364017102082349,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.8910048947378005,-1.7845454056848586,-0.19342109273599079,-1.093689747406711,-0.40557497262841846,-1.629978280337759,0.04302455521736396,-0.9982363179920855,-1.4640161017718714,-1.6591315892593017,-1.2599311341932375,-2.7262483430970366,-2.777393472011195,-0.6364017102082349,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.42413373737707544,-1.144459680213664,-0.29040554917971634,-0.634536359470803,-0.14304359552227078,-1.0969253012348894,-0.3602251976042065,-0.791645052297086,-1.4640161017718714,-0.7184622288042347,-0.2628333160734236,-1.3326303403169535,-1.4726861336175006,-0.33782113232274863,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.42413373737707544,-1.144459680213664,-0.29040554917971634,-0.634536359470803,-0.14304359552227078,-1.0969253012348894,-0.2502479922892328,-0.791645052297086,-1.4640161017718714,-0.7184622288042347,-0.2628333160734236,-1.3326303403169535,-1.4726861336175006,-0.33782113232274863,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
-1.0371314094172313,-0.6914759360340492,-0.16755857101766397,-0.780630619268592,-0.20138390154585914,-0.7577097690785178,0.22631989740898695,-0.8088609911050026,-0.06894232780072483,0.012572245606560173,-0.2628333160734236,0.0040499619604416085,-0.3038858096398159,0.7569743199240345,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-0.7448783800583699,-0.6914759360340492,-0.16755857101766397,-0.7597600107260507,-0.37640481961662425,-0.4184942369221463,0.04302455521736396,-0.8088609911050026,-0.06894232780072483,-0.11643383811299188,-0.2628333160734236,0.34296484590501436,-0.10002528801580111,0.305275496969068,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-1.0371314094172313,-1.144459680213664,-0.29040554917971634,-0.9893367046940047,-1.0181481858760963,-0.7092504073418934,0.7762059239838559,-0.6883494194495864,-1.4640161017718714,-0.503452089271648,-0.2628333160734236,-1.3705888073187456,-1.4455047307342985,-0.5292189386595988,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.42413373737707544,-1.144459680213664,-0.29040554917971634,-0.634536359470803,0.03197732254849432,-0.8061691308151424,-0.323566129165882,-0.6883494194495864,-1.4640161017718714,-0.503452089271648,-0.2628333160734236,-1.3705888073187456,-1.4455047307342985,-0.735928569503397,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.7448783800583699,-1.085374844016323,-0.2020419333087664,-0.8849836619812983,-0.7264466557581545,-0.8061691308151424,0.1896608289706625,-0.9465885015683356,-0.7664792147862981,-0.9012208474069335,-0.2628333160734236,-1.847780963912704,-0.8746952701870572,-0.682337183729079,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.45262535069950854,-1.085374844016323,-0.2020419333087664,-0.8223718363536745,-0.5514257376873893,-0.8546284925517669,-0.1769298554125835,-0.9465885015683356,-0.7664792147862981,-0.9012208474069335,-0.2628333160734236,-1.847780963912704,-0.8746952701870572,-0.682337183729079,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.7163867667359367,0.08647440723094099,-0.2386805057430627,-0.2588654057050601,-0.493085431663801,0.6960710830202174,-0.323566129165882,0.4306866030649934,1.4656388235675364,0.044823766536448185,-0.2628333160734236,0.676457091706474,0.48437487397304124,-1.1187241821770975,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.7163867667359367,1.0269080500386196,-0.2063523535951542,0.283770416401013,-0.34723466660483004,1.7621770412259565,-0.5435205397958295,1.291483543460824,1.4656388235675364,0.044823766536448185,-0.2628333160734236,0.676457091706474,0.48437487397304124,-1.1187241821770975,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.7163867667359367,1.0269080500386196,-0.2063523535951542,1.4942657118684068,-0.17221374853406496,1.616798956016083,-0.873452155740751,1.291483543460824,1.4656388235675364,0.044823766536448185,-0.2628333160734236,0.676457091706474,0.48437487397304124,-1.1187241821770975,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.7163867667359367,0.08647440723094099,-0.2386805057430627,-0.2588654057050601,-0.7847869617817428,0.9868272534399644,-0.323566129165882,0.4306866030649934,1.4656388235675364,0.044823766536448185,-0.2628333160734236,0.676457091706474,0.48437487397304124,-1.1187241821770975,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.7163867667359367,1.0269080500386196,-0.2063523535951542,0.283770416401013,-0.6389361967227719,2.101392573382328,-0.5435205397958295,1.291483543460824,1.4656388235675364,0.044823766536448185,-0.2628333160734236,0.676457091706474,0.48437487397304124,-1.1187241821770975,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.7163867667359367,1.0269080500386196,-0.2063523535951542,1.4942657118684068,-0.4639152786520068,1.90755512643583,-0.8001340188641017,1.291483543460824,1.4656388235675364,0.044823766536448185,-0.2628333160734236,0.676457091706474,0.48437487397304124,-1.1187241821770975,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-0.7448783800583699,-0.7407132995318334,-0.16755857101766397,-0.780630619268592,-0.20138390154585914,-0.5154129603953953,0.4462743080389344,-0.2579509492516711,-0.06894232780072483,0.14157832932611222,-0.2628333160734236,-0.24539139262276394,-0.3038858096398159,0.09856586612526981,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-0.16037232134064724,0.14555924342828216,-0.08997100586268351,0.20028798223084793,-0.026362983475094044,0.4053149126004703,-0.06695265009760977,-0.08579156117250496,-0.06894232780072483,0.22220713165083225,-0.2628333160734236,-0.24539139262276394,-0.3038858096398159,0.09856586612526981,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-0.16037232134064724,0.14555924342828216,-0.08997100586268351,0.7596202911709541,0.06114747556028851,0.16301810391734775,-0.10361171853593457,-0.08579156117250496,0.21007242699350448,0.22220713165083225,-0.2628333160734236,-0.24539139262276394,-0.3038858096398159,0.09856586612526981,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-0.16037232134064724,0.14555924342828216,-0.08997100586268351,0.7596202911709541,0.06114747556028851,0.21147746565397227,-0.5435205397958295,-0.08579156117250496,0.21007242699350448,0.22220713165083225,-0.2628333160734236,-0.24539139262276394,-0.3038858096398159,0.09856586612526981,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-0.7448783800583699,-0.7407132995318334,-0.16755857101766397,-0.780630619268592,-0.1138734425104766,-0.6607910456052688,0.4462743080389344,-0.2579509492516711,-0.06894232780072483,0.14157832932611222,-0.2628333160734236,-0.24539139262276394,-0.3038858096398159,0.23637228668780194,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-0.16037232134064724,0.14555924342828216,-0.08997100586268351,0.20028798223084793,0.17782808760746524,0.25993682739059676,-0.06695265009760977,-0.08579156117250496,-0.06894232780072483,0.14157832932611222,-0.2628333160734236,-0.24539139262276394,-0.3038858096398159,0.23637228668780194,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-0.16037232134064724,0.14555924342828216,-0.08997100586268351,0.7596202911709541,0.2361683936310536,0.017640018707474246,-0.10361171853593457,-0.08579156117250496,0.21007242699350448,0.14157832932611222,-0.2628333160734236,-0.24539139262276394,-0.3038858096398159,0.23637228668780194,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-0.16037232134064724,0.14555924342828216,-0.08997100586268351,0.7596202911709541,0.2361683936310536,0.017640018707474246,-0.5435205397958295,-0.08579156117250496,0.21007242699350448,0.14157832932611222,-0.2628333160734236,-0.24539139262276394,-0.3038858096398159,0.23637228668780194,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.7163867667359367,0.08647440723094099,-0.2386805057430627,-0.1962535800774363,0.0903176285720827,0.017640018707474246,0.04302455521736396,0.4306866030649934,1.326131446170422,0.17382985025600023,-0.2628333160734236,0.25077999747209057,0.701826097038657,0.6421356361219244,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.7163867667359367,0.08647440723094099,-0.2386805057430627,-0.1962535800774363,-0.6972765027463603,0.16301810391734775,0.04302455521736396,0.4306866030649934,1.326131446170422,0.0932010479312802,-0.2628333160734236,0.25077999747209057,0.701826097038657,0.48901739105244424,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.7163867667359367,1.0269080500386196,-0.2063523535951542,-0.050159320279647375,-0.5222555846755952,1.1322053386498379,-0.10361171853593457,1.119324155381658,1.326131446170422,0.0932010479312802,-0.2628333160734236,0.25077999747209057,0.701826097038657,0.48901739105244424,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.7163867667359367,1.0269080500386196,-0.2063523535951542,1.4942657118684068,-0.40557497262841846,1.035286615176589,-0.3602251976042065,1.291483543460824,1.8841609557588805,0.0932010479312802,-0.2628333160734236,0.25077999747209057,0.701826097038657,0.48901739105244424,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
